Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
2661,Adobe Photoshop CS3,Shelly,295,,,Cengage Learning,,1056838,M-156/L046,1,11
2662,Algorithms,Berman,350,,,Cengage Learning,,1056839,M-156/L047,1,12
2663,Algorithms,Berman,350,,,Cengage Learning,,1056840,M-156/L048,1,13
2664,Algorithms,Berman,350,,,Cengage Learning,,1056841,M-156/L049,1,14
2665,An Introduction to  Mathmatical Computer Sc.,Viswanath,425,,,Universities Press,,1056842,M-156/L050,1,15
2666,An Introduction to  Web Design & Programming,"WANG, PS",415,,,Cengage Learning,,1056844,M-156/L051,1,16
2667,An Introduction to  Web Design & Programming,"WANG, PS",415,,,Cengage Learning,,1056843,M-156/L052,1,17
2668,An Introduction to  Web Design & Programming,"WANG, PS",415,,,Cengage Learning,,1056845,M-156/L053,1,18
2670,Applied Numerical Method for Engineering,"Schilling,R.J.",499,,,Cengage Learning,,1056846,M-156/L053,1,19
2671,Applied Numerical Method for Engineering,"Schilling,R.J.",499,,,Cengage Learning,,1056847,M-156/L054,1,20
2672,Computer Forensics & Investigation,Phillips N.,499,,,Cengage Learning,,1056849,M-156/L055,1,21
2673,Computer Forensics & Investigation,Phillips N.,499,,,Cengage Learning,,1056851,M-156/L056,1,22
2674,Computer Forensics & Investigation,Phillips N.,499,,,Cengage Learning,,1056850,M-156/L057,1,23
2675,Computer Science : A Structured Approach using C++,Forouzan,465,,,Cengage Learning,,1056854,M-156/L058,1,24
2676,Computer Science : A Structured Approach using C++,Forouzan,465,,,Cengage Learning,,1056852,M-156/L059,1,25
2677,Computer Science : A Structured Approach using C++,Forouzan,465,,,Cengage Learning,,1056853,M-156/L060,1,26
2678,Data Mining Techniques,"Pujari, A.K.",350,,,Universities Press,,1056855,M-156/L061,1,27
2679,Data Structures : A Pseudocode Approach with C,Gilberg. R.F.,395,,,Cengage Learning,,1056856,M-156/L062,1,28
2680,Data Structures : A Pseudocode Approach with C,Gilberg. R.F.,395,,,Cengage Learning,,1056857,M-156/L063,1,29
2682,Discrete Mathmatics for Computer Sc.,Haggard,433,,,Cengage Learning,,1056861,M-156/L053,2,1
2683,Discrete Mathmatics for Computer Sc.,Haggard,433,,,Cengage Learning,,1056859,M-156/L054,2,2
2684,Discrete Mathmatics for Computer Sc.,Haggard,433,,,Cengage Learning,,1056860,M-156/L055,2,3
2686,Discrete Mathmatics with Combinatories,Santha's,395,,,Cengage Learning,,1056862,M-156/L053,2,4
2688,E Commerce,Schoeider G.,369,,,Cengage Learning,,1056867,M-156/L053,2,5
2689,E Commerce,Schoeider G.,369,,,Cengage Learning,,1056866,M-156/L054,2,6
2690,E Commerce,Schoeider G.,369,,,Cengage Learning,ISSUED (SHAILENDRA-RGSC),1056865,M-156/L055,2,7
2691,Elements of Data Compression,Drozdea A.,195,,,Cengage Learning,,1056868,M-156/L056,2,8
2692,Elements of Data Compression,Drozdea A.,195,,,Cengage Learning,,1056869,M-156/L057,2,9
2693,Elements of Data Compression,Drozdea A.,195,,,Cengage Learning,,1056870,M-156/L058,2,10
2694,Engineering Graphics,Goetsch,399,,,Cengage Learning,,1056873,M-156/L059,2,11
2695,Engineering Graphics,Goetsch,399,,,Cengage Learning,,1056872,M-156/L060,2,12
2696,Engineering Graphics,Goetsch,399,,,Cengage Learning,,1056871,M-156/L061,2,13
2697,Enterprise Resource Planning,Monk E.F.,225,,,Cengage Learning,,1056876,M-156/L062,2,14
2698,Enterprise Resource Planning,Monk E.F.,225,,,Cengage Learning,,1056875,M-156/L063,2,15
2699,Enterprise Resource Planning,Monk E.F.,225,,,Cengage Learning,,1056874,M-156/L064,2,16
2700,Expert System,Giarratano,499,,,Cengage Learning,,1056879,M-156/L065,2,17
2701,Expert System,Giarratano,499,,,Cengage Learning,,1056877,M-156/L066,2,18
2702,Expert System,Giarratano,499,,,Cengage Learning,,1056878,M-156/L067,2,19
2703,Foundation of Programming Language,"Roosta, S.H.",425,,,Cengage Learning,,1056882,M-156/L068,2,20
2704,Foundation of Programming Language,"Roosta, S.H.",425,,,Cengage Learning,,1056881,M-156/L069,2,21
2705,Foundation of Programming Language,"Roosta, S.H.",425,,,Cengage Learning,,1056880,M-156/L070,2,22
2706,Fundamentals of Computer,Morley & Parker,299,,,Cengage Learning,,1056883,M-156/L071,2,23
2707,Fundamentals of Computer,Morley & Parker,299,,,Cengage Learning,,1056885,M-156/L072,2,24
2708,Fundamentals of Computer,Morley & Parker,299,,,Cengage Learning,,1056884,M-156/L073,2,25
2709,Fundamentals of Computer Security,Pieprzyk & Hardjono,575,,,Orient LO,,1056886,M-156/L074,2,26
2710,Human Computer interaction Basics & Practice,Atakan S.,175,,,Cengage Learning,,1056889,M-156/L075,2,27
2711,Human Computer interaction Basics & Practice,Atakan S.,175,,,Cengage Learning,,1056888,M-156/L076,2,28
2714,Human Computer interaction Inver.,Olsen D.R.,325,,,Cengage Learning,,1056890,M-156/L053,3,1
2715,Human Computer interaction Inver.,Olsen D.R.,325,,,Cengage Learning,,1056892,M-156/L054,3,2
2716,Interactive Computer Graphics,Sung K.,395,,,Cengage Learning,,1056895,M-156/L055,3,3
2717,Interactive Computer Graphics,Sung K.,395,,,Cengage Learning,,1056893,M-156/L056,3,4
2718,Interactive Computer Graphics,Sung K.,395,,,Cengage Learning,,1056894,M-156/L057,3,5
2719,Introduction to 3D Graphics & Animation using Maya,Watrins A.,489,,,Cengage Learning,,1056896,M-156/L058,3,6
2720,Introduction to 3D Graphics & Animation using Maya,Watrins A.,489,,,Cengage Learning,,1056897,M-156/L059,3,7
2721,Introduction to 3D Graphics & Animation using Maya,Watrins A.,489,,,Cengage Learning,,1056898,M-156/L060,3,8
2724,Introduction to Digital Image Processing with Matlab,Acandrew,325,,,Cengage Learning,,1056901,M-156/L053,3,9
2725,Introduction to Information Technology,Aksoy,295,,,Cengage Learning,,1056904,M-156/L054,3,10
2726,Introduction to Information Technology,Aksoy,295,,,Cengage Learning,,1056903,M-156/L055,3,11
2727,Introduction to Information Technology,Aksoy,295,,,Cengage Learning,,1056902,M-156/L056,3,12
2728,Introduction to Network Security,Kranetz N.,395,,,Cengage Learning,,1056907,M-156/L057,3,13
2729,Introduction to Network Security,Kranetz N.,395,,,Cengage Learning,,1056906,M-156/L058,3,14
2730,Introduction to Network Security,Kranetz N.,395,,,Cengage Learning,,1056905,M-156/L059,3,15
2731,Introduction to Scientific Computation & Programming,Kaplan D.T.,380,,,Cengage Learning,,1056910,M-156/L060,3,16
2732,Introduction to Scientific Computation & Programming,Kaplan D.T.,380,,,Cengage Learning,,1056909,M-156/L061,3,17
2733,Introduction to Scientific Computation & Programming,Kaplan D.T.,380,,,Cengage Learning,,1056908,M-156/L062,3,18
2734,Java Programming : Advanced Topics,Wiggles W.O.,679,,,Cengage Learning,,1056912,M-156/L063,3,19
2735,Java Programming : Advanced Topics,Wiggles W.O.,679,,,Cengage Learning,,1056911,M-156/L064,3,20
2736,Java Programming : Advanced Topics,Wiggles W.O.,679,,,Cengage Learning,,1056913,M-156/L065,3,21
2737,"Markov Chains Models, Algorithms & Aplications",Ching W.K.,395,,,Springer,ISSUED (VKS),1056914,M-156/L066,3,22
2738,Matlab Programming for Engineers 3ed.,Chapman S.J.,353,,,Cengage Learning,ISSUED (VKS),1056915,M-156/L067,3,23
2739,Matlab Programming for Engineers 3ed.,Chapman S.J.,353,,,Cengage Learning,,1056916,M-156/L068,3,24
2740,Matlab Programming for Engineers 3ed.,Chapman S.J.,353,,,Cengage Learning,,1056917,M-156/L069,3,25
2741,Neural Network Design,Hagan M.T.,433,,,Cengage Learning,,1056918,M-156/L070,3,26
2742,Neural Network Design,Hagan M.T.,433,,,Cengage Learning,,1056920,M-156/L071,3,27
2743,Neural Network Design,Hagan M.T.,433,,,Cengage Learning,,1056919,M-156/L072,3,28
2744,Numerical Analysis,Burden R.L.,475,,,Cengage Learning,,1056923,M-156/L073,3,29
2746,Numerical Analysis,Burden R.L.,475,,,Cengage Learning,,1056921,M-156/L073,4,1
2749,Numerical Methods & Applications,Cheney E.W.,395,,,Cengage Learning,,1056926,M-156/L073,4,2
2750,Operating System,"Flynn, Mchoes",321,,,Cengage Learning,,1056929,M-156/L074,4,3
2751,Operating System,"Flynn, Mchoes",321,,,Cengage Learning,,1056927,M-156/L075,4,4
2752,Operating System,"Flynn, Mchoes",321,,,Cengage Learning,,1056928,M-156/L076,4,5
2753,Operating System & Middleware,May Wailperin,399,,,Cengage Learning,,1056930,M-156/L077,4,6
2754,Operating System & Middleware,May Wailperin,399,,,Cengage Learning,,1056931,M-156/L078,4,7
2755,Operating System & Middleware,May Wailperin,399,,,Cengage Learning,,1056932,M-156/L079,4,8
2756,Project Management in IT,Schwalbe K.,350,,,Cengage Learning,,1056933,M-156/L080,4,9
2757,Project Management in IT,Schwalbe K.,350,,,Cengage Learning,,1056934,M-156/L081,4,10
2758,Project Management in IT,Schwalbe K.,350,,,Cengage Learning,,1056935,M-156/L082,4,11
2760,Programming in MATLAB,Hernjter M.,395,,,Cengage Learning,,1056938,M-156/L073,4,12
2761,Programming in MATLAB,Hernjter M.,395,,,Cengage Learning,,1056936,M-156/L074,4,13
2762,AFID + The Complete Review of Radio Frequency Identification,Cooney E.M.,272,,,Cengage Learning,,1056940,M-156/L075,4,14
2763,AFID + The Complete Review of Radio Frequency Identification,Cooney E.M.,272,,,Cengage Learning,,1056941,M-156/L076,4,15
2764,AFID + The Complete Review of Radio Frequency Identification,Cooney E.M.,272,,,Cengage Learning,,1056939,M-156/L077,4,16
2765,ROI of Software Process Improvement,RICO D.F.,295,,,Cengage Learning,,1056942,M-156/L078,4,17
2766,ROI of Software Process Improvement,RICO D.F.,295,,,Cengage Learning,,1056943,M-156/L079,4,18
2767,ROI of Software Process Improvement,RICO D.F.,295,,,Cengage Learning,,1056944,M-156/L080,4,19
2768,Software Engineering,Salen K.A.,225,,,Cengage Learning,,1056945,M-156/L081,4,20
2769,Software Engineering,Salen K.A.,225,,,Cengage Learning,,1056946,M-156/L082,4,21
2771,Software Quality,Gillies A.C.,245,,,Thomason,,1056950,M-156/L073,4,22
2772,Software Quality,Gillies A.C.,245,,,Thomason,,1056948,M-156/L074,4,23
2773,Software Quality,Gillies A.C.,245,,,Thomason,,1056949,M-156/L075,4,24
2774,Software Quality Producing Practical consistent Software,Menacne M.,295,,,Cengage Learning,,1056951,M-156/L076,4,25
2775,Software Quality Producing Practical consistent Software,Menacne M.,295,,,Cengage Learning,,1056952,M-156/L077,4,26
2776,Software Quality Producing Practical consistent Software,Menacne M.,295,,,Cengage Learning,,1056953,M-156/L078,4,27
2777,Solving Problem in Scientific Computing using Matlab 4ed.,Gander W.,690,,,Springer,CL,1056954,M-156/L079,4,28
2778,System Analysis & Design Methods,Shelly,395,,,Cengage Learning,,1056955,M-156/L080,4,29
2779,System Analysis & Design Methods,Shelly,395,,,Cengage Learning,,1056957,M-156/L081,4,30
2780,System Analysis & Design Methods,Shelly,395,,,Cengage Learning,,1056956,M-156/L082,4,31
2781,The Complete Guide to Linux System Adm.,Wells N,699,,,Cengage Learning,,1056960,M-156/L083,4,32
2782,The Complete Guide to Linux System Adm.,Wells N,699,,,Cengage Learning,,1056959,M-156/L084,4,33
2783,The Complete Guide to Linux System Adm.,Wells N,699,,,Cengage Learning,,1056958,M-156/L085,4,34
2786,Theory of Computation,Sipser,255,,,Cengage Learning,,1056961,M-146,1,1
2787,Unix & Shell Programming a Textbook,Forouzan,450,,,Cengage Learning,ISSUED (VKS),1056966,M-146,1,2
2788,Unix & Shell Programming a Textbook,Forouzan,450,,,Cengage Learning,,1056965,M-146,1,3
2789,Unix & Shell Programming a Textbook,Forouzan,450,,,Cengage Learning,,1056964,M-146,1,4
2790,Combinatorics of Genome Rearrangment,Fertin G.,1932,,,The Mitt,,1064700,M-146,1,5
2791,Bewulf Cluster Computing with Linux 2ed.,Gropp W.,2173.5,,,The Mitt,,1064701,M-146,1,6
2792,Computability & Complexity form a Programming Prospective,Jones N.D.,3622,,,The Mitt,,1064702,M-146,1,7
2793,Immunological Bioinformatics,Lund O.,2559.9,,,The Mitt,,1064703,M-146,1,8
2794,The Processes of Life,Hunter L.E.,1932,,,The Mitt,,1064704,M-146,1,9
2795,Advanced in Distributed & Parallel,Kargupta H.,2656,,,AAAI PRE,,1064705,M-146,1,10
2796,Prospective Inconcorrency Theory,Lodaya K.,550,,,Universities Press,,1064706,M-146,1,11
2797,Distributed System An Algorithmic Approach,Ghosh S.,525,,,CHAPMAN,,1064707,M-146,1,12
2798,Distributed Sensor  Network,Iyengar S.S.,8910,,,CHAPMAN,ISSUED (SKB),1064708,M-146,1,13
2799,Parallel Algorithm,Casanova H/C,5203.2,,,CRC Press,,1064709,M-146,1,14
2800,Parallel Iterative Algorithmic,Bahl J.M.,4805.2,,,CHAPMAN,,1064710,M-146,1,15
2801,Agent Based Models,Gilbert N.,866.99,,,Sage Publi.,,1064797,M-146,1,16
2803,Complex  Adaptive Systems,Miller J.H.,1440.5,,,Prince to,,1064799,M-146,1,17
2805,Generative Social Science,Epstein J.M.,2898,,,Prince to,ISSUED (VKS),1064801,M-146,1,18
2807,Managing Business Complexity,North M.J.,4588,,,Oxford U,,1064803,M-146,1,19
2808,Models & Methods in Social Network Analysis,Carrington P.,1738.32,,,Cambrid,ISSUED (VKS),1064804,M-146,1,20
2809,Multiagent System,Weiss G.,2656,,,The Mitt,,1064798,M-146,1,21
2810,Social Emergemce,Sawyer R.K.,995,,,Cambrid,ISSUED (VKS),1064806,M-146,1,22
2812,Web Data Mining Exploring Hyperlink Content & usuage Data,Liu B.,3596.9,,,Springer,ISSUED (MG),1064808,M-146,1,23
2813,Understanding Pointers in C,Kanetkar,225,,,BPB,,1056787,M-146,1,24
2814,Software Engineering A Practitioner's Approach,Rogers,531,,,Mc Graw Hill,ISSUED (SHAILENDRA-RGSC),1056789,M-146,1,25
2815,Software Engineering A Practitioner's Approach,Rogers,531,,,Mc Graw Hill,,1056788,M-146,1,26
2811,Social Network Analysis Methods & Applications,Wasserman S.,2366.7,,,Cambrid,,1064807,M-146,1,27
2817,Database System Concepts,Silberschatz,483,,,Mc Graw Hill,,1056792,M-146,1,28
2826,"Introduction to Automata Theory, Language & Computation",Hopcraft,415,,,Pearson Education,,1056800,M-146,1,29
2827,"Introduction to Automata Theory, Language & Computation",Hopcraft,415,,,Pearson Education,,1056801,M-146,1,30
2829,Digital Computer Fundamentals,Thomas C. Barkee,375,,,TMH,,1056803,M-146,1,31
2830,Digital Computer Fundamentals,Thomas C. Barkee,375,,,TMH,,1056804,M-146,2,1
2831,Digital Computer Fundamentals,Thomas C. Barkee,375,,,TMH,,1056805,M-146,2,2
2832,Programming in C#,E.  Balaguruswamy,295,,,Mc Graw Hill,,1056806,M-146,2,3
2833,Programming in C#,E.  Balaguruswamy,295,,,Mc Graw Hill,,1056807,M-146,2,4
2834,Programming in C#,E.  Balaguruswamy,295,,,Mc Graw Hill,,1056808,M-146,2,5
2835,Computer Networks,Tanenbaum,375,,,Pearson Education,,1056809,M-146,2,6
2836,Computer Networks,Tanenbaum,375,,,Pearson Education,,1056810,M-146,2,7
2897,ASP.NET AJAK in Action,Gallo,449,,,Dreamtech Press,,1083945,M-146,2,8
2842,Programming with Java A Primer,E.  Balaguruswamy,270,,,Mc Graw Hill,,1056820,M-146,2,9
2843,Programming with Java A Primer,E.  Balaguruswamy,270,,,Mc Graw Hill,,1056817,M-146,2,10
2845,Programming with Java A Primer,E.  Balaguruswamy,270,,,Mc Graw Hill,,1056819,M-146,2,11
2846,Programming with Java A Primer,E.  Balaguruswamy,270,,,Mc Graw Hill,,1056816,M-146,2,12
2851,Computer Architecture & Organisation,Hayes,458.8,,,Mc Graw Hill,,1056828,M-146,2,13
2852,Computer Architecture & Organisation,Hayes,458.8,,,Mc Graw Hill,,1056825,M-146,2,14
2853,Computer Architecture & Organisation,Hayes,458.8,,,Mc Graw Hill,,1056826,M-146,2,15
2855,Computer Architecture & Organisation,Hayes,458.8,,,Mc Graw Hill,ISSUED (DRN),1056829,M-146,2,16
2856,Digital Computer Fundamentals,Thomas C. Bartee,375,,,Mc Graw Hill,,1056747,M-146,2,17
2857,Digital Computer Fundamentals,Thomas C. Bartee,375,,,Mc Graw Hill,,1056746,M-146,2,18
2861,The C++ Programming Lang.,Bjarne Stroustup,699,,,Pearson Education,,1056750,M-146,2,19
2862,The C++ Programming Lang.,Bjarne Stroustup,425,,,Pearson Education,,1056751,M-146,2,20
2868,The C++ Programming Lang.,Stroupstrup,596,,,Pearson Education,,1056741,M-146,2,21
2875,Computer Communications,Gallo M.A.,292.5,,,Cengage,,1057330,M-146,2,22
2877,Guide to Operating System Security,Palmer M.,292.5,,,Cengage,,1057332,M-146,2,23
2882,Information Systems Security,Godbole,549,,,Wiley,,1083933,M-146,2,24
2883,Information Systems Security,Godbole,399,,,Wiley,,1083932,M-146,2,25
2890,Data Mining Techniques,Berry Linoff,379,,,Wiley India,,1083938,M-146,2,26
2891,Data Mining Techniques,Berry Linoff,299,,,Wiley India,,1083939,M-146,2,27
2802,Introduction to Multiagent Systems,Michael W.,2898,,,Star Edu.,,1083946,M-146,2,29
2898,"HTML, XHTML & CSS",SCHAFER,449,,,Wiley India,,1083146,M-146,2,29
2858,Object Oriented Analysis & Design ,Grady Brooch,565,,,Pearson Education,,1056748,M-146,3,1
2859,Object Oriented Analysis & Design ,Grady Brooch,565,,,Pearson Education,,1056749,M-146,3,2
2860,Introduction to Distributed Algorithms,Gerard Tel.,699,,,,,1056744,M-146,3,3
2863,An Unofficial Guide to Ethical Hacking,Ankit Fadia,275,,,Mc Millan,,1056742,M-146,3,4
2864,Fundamental of Software Engg.,Carlo Ghezzi,495,,,PHI Learning,,1056745,M-146,3,5
2866,An Introduction to Database System,Date,585,,,Pearson Education,,1056743,M-146,3,6
2867,Object Oriented Analysis & Design with Application,Booch,,,,Pearson Education,,1056740,M-146,3,7
2869,Introduction to Distributed Algorithms,Tel,3124.38,,,Cambride,ISSUED (SHAILENDRA-RGSC),1056752,M-146,3,8
2870,Complex  &Adaptive Dynamical System,Gros C.,1461.17,,,Springer,ISSUED (VKS),1060402,M-146,3,9
2871,Multiagent System Intensions know how & Communications ,Singh M.P.,7502.88,,,Springer,ISSUED (VKS),1060403,M-146,3,10
2872,High Performance Data Mining Scaling Algorithm Applications & System,Guo Y.,3437.13,,,Kluwer,CL,1060404,M-146,3,11
2873,Large Scale Parallel Data Mining,Zaki M.J.,4107.43,,,Springer,,1060405,M-146,3,12
2874,Fundamental of Grid Computing,Magoules F.,342,,,CRC Press,ISSUED (SKB),1057337,M-146,3,13
2876,Computer Security,Basta A.,355.5,,,Cengage,,1057331,M-146,3,14
2878,Object Oriented Programming in C++,Farrell,292.5,,,Cengage,,1057333,M-146,3,15
2879,Software Security Theory,Sinn R.,112.5,,,Cengage,,1057334,M-146,3,16
2880,Programming & Practice Virtual Machine,Simpson,269.1,,,Cengage,,1057335,M-146,3,17
2881,Web Programming,Thompson,549,,,Cengage,,1057336,M-146,3,18
2884,ASP.NET 3.5,Kogent,399,,,Dreamtech Press,,1083934,M-146,3,19
2886,Professional Java Server Prog.,Allamaraju,675,,,Wrox Press,,1083936,M-146,3,20
2887,Professional Java Server Prog.,Allamaraju,599,,,Wrox Press,,1083935,M-146,3,21
2888,Java Server Prog. Java EE5,Kogent,599,,,Dreamtech Press,,1083437,M-146,3,22
2892,Unix  Programming the first Drive,Saurabh,299,,,Wiley India,,1083941,M-146,3,23
2893,Unix  Programming the first Drive,Saurabh,549,,,Wiley India,,1083940,M-146,3,24
2894,Adobe Dreamweaver CS4 Bible,Joseph Lowery,549,,,Wiley India,,1083943,M-146,3,25
2895,Adobe Dreamweaver CS4 Bible,Joseph Lowery,499,,,Wiley India,,1083942,M-146,3,26
2896,ASP.NET AJAK in Action,Gallo,499,,,Dreamtech Press,,1083944,M-146,3,27
2931,Data Mining Methods & Models,Larose,449,,,Wiley India,,1083978,M-146,3,28
2930,Data Mining Methods & Models,Larose,279,,,Wiley India,,1083979,M-146,3,29
2929,Web Programming,Chris Bates,279,,,Wiley India,,1083976,M-146,3,30
2899,"HTML, XHTML & CSS",SCHAFER,499,,,Wiley India,,1083947,M-146,4,1
2900,Pattern Classification,"Deeda, Hart, Stork",499,,,Wiley,,1083948,M-146,4,2
2901,Pattern Classification,"Deeda, Hart, Stork",299,,,Wiley,,1083949,M-146,4,3
2902,Code Leader,Patrick Caeeldwell,299,,,Wiley India,,1083951,M-146,4,4
2903,Code Leader,Patrick Caeeldwell,399,,,Wiley India,,1083950,M-146,4,5
2904,Computer Architecture & Organisation,Heuring,399,,,Wiley India,,1083953,M-146,4,6
2905,Computer Architecture & Organisation,Heuring,449,,,Wiley India,,1083952,M-146,4,7
2906,CMOS,Jacob Baker,449,,,Wiley India,,1083954,M-146,4,8
2907,CMOS,Jacob Baker,459,,,Wiley India,,1083955,M-146,4,9
2908,Software Engineering : An Engg. Approach,Peter's,459,,,Wiley India,,1083957,M-146,4,10
2909,Software Engineering : An Engg. Approach,Peter's,379,,,Wiley India,,1083956,M-146,4,11
2910,Algorithm Design,Goodrich,379,,,Wiley India,,1083959,M-146,4,12
2911,Algorithm Design,Goodrich,329,,,Wiley India,,1083958,M-146,4,13
2912,Pattern Oriented Software Architecture,Buschmann,329,,,Wiley India,,1083960,M-146,4,14
2913,Pattern Oriented Software Architecture,Buschmann,299,,,Wiley India,,1083961,M-146,4,15
2914,Embedded System Design,"Vahid, Givargis",299,,,Wiley India,,1083962,M-146,4,16
2915,Embedded System Design,"Vahid, Givargis",319,,,Wiley India,,1083963,M-146,4,17
2916,Dataware Housing Fundamentals,Ponniah,319,,,Wiley India,,1083964,M-146,4,18
2918,Storage Network Explained,Troppen,319,,,Wiley India,,1083966,M-146,4,19
2919,Storage Network Explained,Troppen,399,,,Wiley India,,1083967,M-146,4,20
2920,An Introduction to Object Oriented Analysis,Brown David,399,,,Wiley India,,1083968,M-146,4,21
2921,An Introduction to Object Oriented Analysis,Brown David,399,,,Wiley India,,1083969,M-146,4,22
2922,Big Java,Cay Horstmann,399,,,Wiley India,,1083971,M-146,4,23
2923,Big Java,Cay Horstmann,519,,,Wiley India,,1083970,M-146,4,24
2924,Error Correction Coding,Todd K. Moon,519,,,Wiley India,,1083973,M-146,4,25
2925,Error Correction Coding,Todd K. Moon,459,,,Wiley India,,1083972,M-146,4,26
2927,Applied Cryptography,Bruice Schneir,399,,,Wiley India,,1083974,M-146,4,27
3195,Computer Graphics- C Version,"Hearn, Baker",675,,,Pearson,,1113415,DCSE/ /52,1,1
3174,Let us C,Kanetkar. Y,258,,,BPB,,1113497,DCSE/ /52,1,2
3150,Data & Computer Communication,Stallings,525,,,Pearson,,1113440,DCSE/ /52,1,3
3276,Data Structures Algorithm in JAVA,"Lafore,R",495,,,Pearson,,1105779,DCSE/ /52,1,4
3217,Digital Logic & Computer Design,Mano.M.M,375,,,Pearson,,1113467,DCSE/ /52,2,1
3218,Digital Logic & Computer Design,Mano.M.M,375,,,Pearson,,1113466,DCSE/ /52,2,2
